songname,t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ

,8.038112,-0.080055,0.09018481,-0.04375418,351.786,16.3356,359.9683,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,8.038112,-0.08021259,0.090132,-0.04380675,351.7318,16.34013,0.06381752,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,8.058112,-0.08033192,0.09024584,-0.04389192,351.7417,16.34187,0.05691361,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,8.081106,-0.0802983,0.09028482,-0.04389583,351.738,16.34067,0.05826647,0.1706544,0.08585167,0.06319475,347.0436,4.485507,8.853758,-0.01074758,-0.02765118,0.005709531,0.03039255,-0.01509167,0.5598576,0.5127144,0.08879733,0.08968359,346.0599,19.56126,347.0203,-0.003092367,0.002903624,-0.001706306,0.0008342847,-0.00187523,0.0001583248

,8.104407,-0.08056676,0.09050894,-0.04408853,351.7162,16.33598,0.07968306,0.1691267,0.08601654,0.06304914,347.0274,4.252357,9.82548,-0.01079705,-0.03033834,0.004345511,0.02858215,-0.01090807,0.544288,0.512466,0.08897245,0.08952183,346.0536,19.56198,347.0244,-0.003351481,0.003505812,-0.002387929,0.0006510649,0.000185923,0.001749381

,8.111118,-0.08067822,0.09064806,-0.04411937,351.7174,16.33253,0.0765628,0.1690589,0.0857408,0.06308544,347.0244,4.19094,10.0669,-0.01032473,-0.03142039,0.004414133,0.02931913,-0.01203237,0.5401065,0.5124512,0.08899939,0.08950335,346.0537,19.56308,347.0222,-0.002993131,0.003488695,-0.002403671,0.0002959794,0.0006693756,0.0003673891

,8.118514,-0.08074129,0.09066844,-0.0440432,351.714,16.34509,0.08415583,0.1696824,0.08497167,0.06376576,347.0398,4.156709,10.28252,-0.008702683,-0.03335147,0.007355681,0.02701479,-0.01095799,0.5376849,0.512423,0.08902299,0.08949381,346.0555,19.55911,347.0261,-0.003213815,0.003498855,-0.002228737,0.001607898,-0.0009648814,0.001922138

,8.129482,-0.08070624,0.09077525,-0.04407351,351.7339,16.34075,0.08691093,0.1669142,0.08684671,0.06294852,347.0237,4.070599,10.63026,-0.01278816,-0.03085476,0.005346114,0.0260631,-0.0151884,0.5346069,0.5121734,0.08917534,0.08964723,346.0659,19.56569,347.0298,-0.004024416,0.003803071,-0.0005763723,0.000877464,-0.0009296194,-0.0003365404

,8.141397,-0.08072639,0.09081697,-0.04407115,351.7274,16.33991,0.07665209,0.1667942,0.08641076,0.06300533,347.0135,3.983783,10.98482,-0.01199405,-0.03286383,0.005168375,0.02419769,-0.01404257,0.5277236,0.5121145,0.0892216,0.0896374,346.0679,19.56242,347.0287,-0.004380269,0.003839705,-0.0006600294,0.001445061,-0.002536074,-0.001044858

,8.151743,-0.08076525,0.0908426,-0.04411213,351.725,16.33063,0.06991562,0.1668583,0.08586705,0.06336945,347.0166,3.909638,11.3029,-0.01133571,-0.03472785,0.007390825,0.02423043,-0.01208593,0.5193186,0.5120623,0.08925927,0.08962095,346.0664,19.56465,347.0298,-0.004563179,0.003699713,-0.0008822939,0.0008774668,-0.0009296199,-0.0003365316

,8.162663,-0.08079743,0.09085941,-0.04410155,351.717,16.33044,0.08923412,0.1647502,0.08752596,0.06265086,346.9963,3.841661,11.60287,-0.01047596,-0.03243896,0.005061476,0.0194521,-0.01098892,0.493755,0.5121489,0.08920074,0.08960384,346.0656,19.56342,347.0312,-0.004336144,0.003473491,-0.001126172,0.002254785,-0.000686112,0.0002146618

,8.174281,-0.08063447,0.09083343,-0.0440367,351.7204,16.3201,0.0740822,0.1647117,0.08712339,0.06269437,346.991,3.777793,11.86371,-0.008396346,-0.03397936,0.004733087,0.01911922,-0.009985089,0.4701014,0.5117929,0.08944881,0.08950323,346.0589,19.56205,347.0331,-0.004782875,0.004430683,-0.001495559,-0.001141703,-0.001446726,0.0008242325

,8.185441,-0.08065081,0.09088826,-0.04390673,351.7343,16.32581,0.06094884,0.1648471,0.08657551,0.06317741,347.0064,3.716236,12.08964,-0.005907424,-0.03657784,0.008060394,0.01985436,-0.01177984,0.4326957,0.5117278,0.08951724,0.08948952,346.0561,19.55999,347.0341,-0.005103118,0.004920176,-0.001406897,-0.002166759,-0.002174876,0.001654155

,8.197591,-0.08367741,0.08885717,-0.04324718,351.8062,16.14971,359.9048,0.1629562,0.08816421,0.06251371,346.9901,3.67199,12.31042,-0.003921688,-0.03425824,0.006490862,0.01609649,-0.008552643,0.3986202,0.5113995,0.08962488,0.0894708,346.0637,19.56568,347.039,-0.006058048,0.004026823,-0.001153972,0.000911646,1.317064E-05,-0.0008284973

