songname,t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ

,0,0,0,0,0,0,0,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,0.02,0,0,0,0,0,0,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,0.3533334,-0.491374,0.07664466,0.004227624,350.081,19.22091,359.3061,-0.7736295,0.08696198,0.02166176,346.4174,282.0882,16.28456,0.0001208641,-0.001151268,0.0001514447,-0.0004440477,-0.0001224854,-0.001856467,-0.3130888,0.08710229,0.1128322,346.7322,4.549383,355.1539,-0.00162164,0.001043676,-0.0007274037,-0.0003691655,-0.001526754,-0.0002316359

,0.4380108,-0.4912065,0.07649314,0.004371212,350.0851,19.21468,359.3075,-0.773691,0.0873158,0.02142358,346.4156,282.0845,16.28502,0.00111934,0.001025387,-0.001667896,-0.001957975,-0.001072099,-0.002293829,-0.3133601,0.08761239,0.1126549,346.731,4.556269,355.1529,-0.001251933,0.002765515,-0.0003220902,-0.001277179,-0.0001117319,0.000528576

,0.4491695,-0.4912593,0.07644606,0.00423877,350.0732,19.2106,359.3123,-0.7737337,0.08719432,0.02140915,346.4194,282.0902,16.2814,0.0004465412,0.0003469101,-0.001627229,0.0005041797,0.0002713266,-0.00338848,-0.3133776,0.08737922,0.1125544,346.7236,4.553946,355.1563,-0.002205963,0.001432055,-0.001371285,-0.00128455,-0.0001114499,0.0005331706

,0.4556116,-0.4912851,0.0764302,0.004280255,350.072,19.21578,359.3132,-0.7737396,0.08721173,0.02154231,346.4265,282.0906,16.274,0.0003252982,0.0003026249,-0.0005724654,0.0003905583,-0.002090022,-0.0003638841,-0.313383,0.08738363,0.1125392,346.7238,4.558357,355.1573,-0.001995753,0.001333329,-0.001596351,-0.001067516,0.002228572,0.0009223667

,0.4672292,-0.4912779,0.07642806,0.004270242,350.076,19.21297,359.3168,-0.7736638,0.0871439,0.02157116,346.4274,282.0938,16.2779,0.000984965,-0.0004148924,-0.0001551205,-0.0008093406,7.717965E-05,0.001653887,-0.3133129,0.08743536,0.1126612,346.7355,4.557611,355.1558,-0.001446281,0.001503778,-0.0006287441,0.002054255,0.0009506333,0.001033554

,0.4779722,-0.4913636,0.07655251,0.004232571,350.0808,19.21013,359.3209,-0.7736978,0.08727431,0.02156639,346.4219,282.0956,16.27424,0.0008836114,0.0004607095,0.0001359511,-0.0002009668,0.0008694238,-0.00220256,-0.3133386,0.08746624,0.1126552,346.7337,4.555555,355.1557,-0.001654369,0.001833354,-0.0005864278,0.0008416402,-0.0002858459,0.000396995

,0.4890856,-0.49133,0.07655275,0.004228042,350.0761,19.21454,359.3132,-0.7736979,0.087273,0.02162236,346.4272,282.0982,16.26491,0.0007004116,0.0002157247,0.0005936863,0.002373943,0.000825906,-0.0006299736,-0.3133576,0.08749497,0.1126441,346.73,4.555432,355.1555,-0.001724877,0.002161144,-0.0007510617,-0.001277664,-0.0001112487,0.0005293393

,0.4996727,-0.4913272,0.07656217,0.004233525,350.0838,19.21779,359.3196,-0.7735969,0.08707559,0.02169853,346.4205,282.0967,16.2675,0.00137562,-0.0009749516,0.000791444,-0.0004263254,-0.0001075711,-0.001854738,-0.3132616,0.08739102,0.1127493,346.7378,4.556982,355.1488,-0.00132087,0.001932427,-0.0001803076,0.0006435635,-0.0001919907,-0.002964785

