songname,t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ

,5.607737,-0.06784523,0.4103014,-0.3915655,358.884,343.7707,358.3541,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,5.607737,-0.06885207,0.4100634,-0.3913854,359.4687,343.7447,358.6089,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,5.627737,-0.06920874,0.4102095,-0.3911477,359.5048,343.7063,358.6253,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,5.652228,-0.06933987,0.4102122,-0.3908841,359.5753,343.6774,358.6384,0.05687594,0.3418931,-0.04568297,318.8224,348.0169,9.092463,0.01310486,-0.007380746,0.01072564,0.1327447,-0.08112146,-0.2338346,0.5112808,0.08859122,0.09036726,346.165,20.10649,348.5822,0.006519109,-0.005468511,0.001275839,0.0006358004,0.001378787,0.00126811

,5.675221,-0.06948519,0.4101528,-0.3906058,359.7129,343.6949,358.5998,0.0574857,0.3419232,-0.04535642,319.0151,348.3349,8.587503,0.01578544,-0.005892694,0.01045559,0.1410132,-0.03192089,-0.1989161,0.511518,0.0884409,0.09048617,346.1713,20.10432,348.5805,0.007151389,-0.005722194,0.002247966,0.002186759,0.0005911723,-0.0003633314

,5.685436,-0.06953907,0.410167,-0.3905799,359.766,343.6496,358.5752,0.05749786,0.3418934,-0.04525924,319.0806,348.4339,8.455789,0.0145021,-0.006488395,0.01117383,0.1437268,-0.01597337,-0.1821786,0.5115874,0.08839691,0.09049684,346.1652,20.10614,348.5851,0.007185322,-0.005425301,0.001954419,7.166252E-05,0.001969495,0.002531454

,5.696323,-0.06952703,0.4101633,-0.390601,359.8276,343.6601,358.5608,0.05767906,0.3417648,-0.04487988,319.2262,348.5689,8.289419,0.01452362,-0.008184291,0.01508085,0.1725227,0.00161516,-0.1687775,0.5116825,0.08834267,0.09052026,346.1648,20.10627,348.5839,0.007500562,-0.00516007,0.001963336,-0.0003424448,0.00157348,0.00163338

,5.70769,-0.06953895,0.410163,-0.3905264,359.8635,343.6503,358.5829,0.05774224,0.341684,-0.04457879,319.4104,348.6805,8.117092,0.01346591,-0.01237599,0.02014917,0.2169236,0.004140108,-0.1626489,0.5118093,0.08829808,0.09056604,346.167,20.10307,348.5757,0.007708006,-0.004962738,0.002000653,-0.001045153,-0.001176018,-0.00188601

,5.718804,-0.06962621,0.4101706,-0.3904157,359.8598,343.6433,358.6072,0.05783153,0.3415232,-0.04427075,319.5921,348.8126,7.951834,0.01291064,-0.01504666,0.02214677,0.2445573,0.01451279,-0.1500091,0.511904,0.08823085,0.09059399,346.1666,20.10282,348.5751,0.007825551,-0.00522184,0.00212369,-0.001045148,-0.00117603,-0.001886006

,5.729692,-0.06959617,0.4100653,-0.3904409,359.8586,343.6566,358.6071,0.05790937,0.341246,-0.04370147,319.8073,348.93,7.839474,0.01146736,-0.01886799,0.02620354,0.2770555,0.0309017,-0.1285327,0.5119901,0.0881629,0.090617,346.1731,20.10659,348.577,0.007862355,-0.005657701,0.002179993,0.002783634,0.0009685135,-0.002069892

