songname,t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ

,5.308407,-0.1689366,0.5492498,-0.3832723,286.7588,326.4631,5.399042,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,5.308407,-0.1768863,0.5473387,-0.3808849,289.5826,331.2864,4.41979,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,5.328407,-0.1770918,0.5474243,-0.381043,289.6631,330.074,5.451395,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,5.352083,-0.1770598,0.5474372,-0.3811859,289.6523,329.7068,5.695321,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1835464,0.08734524,0.10346,346.6087,352.7842,1.599737,-0.003385865,0.007716512,-0.001805042,0.001521069,0.001274948,-0.01626212

,5.372245,-0.1769387,0.5476199,-0.38131,289.5849,329.0558,5.815198,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1835785,0.08719754,0.1034976,346.6084,352.798,1.545384,-0.003805591,0.006569405,-0.001715363,0.003254286,0.001965911,-0.03198074

,5.378572,-0.176922,0.5476292,-0.3813157,289.5549,328.9315,5.74818,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1835661,0.08723986,0.1034858,346.6059,352.8051,1.529008,-0.003506808,0.006678757,-0.001768038,0.002420011,0.003314454,-0.03475547

,5.387662,-0.1768104,0.5476291,-0.3813438,289.5194,328.9145,5.580683,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.183516,0.08729243,0.1033248,346.6009,352.8128,1.507547,-0.003556451,0.006457297,-0.002907162,0.004637278,0.00412559,-0.03584755

,5.398741,-0.1766988,0.5476211,-0.381472,289.4783,328.8371,5.495329,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1836625,0.08703804,0.1033946,346.6029,352.8116,1.468828,-0.003937576,0.00575099,-0.003033976,0.006110393,-0.001358929,-0.04631271

,5.410226,-0.1765563,0.5475802,-0.3815125,289.4209,328.6775,5.505305,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1836314,0.08712447,0.1033581,346.6002,352.8257,1.428437,-0.003463175,0.00631897,-0.003055484,0.005372165,0.00170954,-0.05073345

,5.421144,-0.1764764,0.5476998,-0.3815881,289.3596,328.3996,5.633919,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.183512,0.08725798,0.1033551,346.6054,352.8337,1.401374,-0.003575671,0.006214405,-0.002596928,0.006060431,0.001693694,-0.04726733

,5.432327,-0.1763927,0.5477811,-0.3816302,289.2713,328.1848,5.728864,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1837448,0.0872581,0.1033766,346.6012,352.8379,1.353699,-0.002717988,0.006907134,-0.002629564,0.005556176,-0.001652018,-0.05079663

,5.443614,-0.1762173,0.5478966,-0.3817151,289.1496,327.934,5.874869,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1837318,0.087327,0.103359,346.6004,352.851,1.326843,-0.00235259,0.006962526,-0.002392309,0.005247555,0.002025279,-0.04973109

,5.454933,-0.1761029,0.5479419,-0.3817973,289.006,327.7394,5.998569,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1836002,0.08747554,0.1033235,346.5996,352.8558,1.301946,-0.003047193,0.007079696,-0.002242955,0.003705991,0.001195605,-0.04517549

,5.467296,-0.1759851,0.5480164,-0.3818061,288.8781,327.5324,6.103221,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1838119,0.08719862,0.1034155,346.5977,352.8543,1.284436,-0.003813823,0.006020328,-0.002233907,0.002064475,-0.001356303,-0.03897269

,5.478357,-0.1758378,0.5480047,-0.3818412,288.7258,327.377,6.194767,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.183759,0.08726335,0.1033838,346.6034,352.8589,1.268698,-0.004071289,0.005912458,-0.00240211,0.004604962,-0.0006459795,-0.03324899

,5.488271,-0.1756754,0.5480264,-0.3818758,288.585,327.1754,6.312288,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1836627,0.08736646,0.1033951,346.6068,352.864,1.247913,-0.004389824,0.005956798,-0.001971127,0.004608302,-0.0006433211,-0.03324907

,5.499288,-0.1755556,0.5480784,-0.381841,288.438,326.9257,6.454601,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1838216,0.08724058,0.1034321,346.6058,352.8641,1.254241,-0.004656984,0.005450584,-0.002292315,0.002972867,0.0003831842,-0.01917026

,5.513005,-0.1755723,0.5481844,-0.3818733,288.2875,326.6792,6.594347,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1837384,0.08731663,0.1033912,346.6027,352.8574,1.25786,-0.005476885,0.005837882,-0.002696227,0.0001534718,-0.002921241,-0.01176098

,5.521861,-0.1754614,0.5482085,-0.3818797,288.1309,326.4378,6.702362,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1836318,0.08738947,0.1033456,346.6064,352.8621,1.271598,-0.005875679,0.00538805,-0.002676788,0.000837007,0.001649445,-0.000732486

,5.532889,-0.1753577,0.5482339,-0.381826,287.9635,326.1791,6.821736,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1837511,0.08726597,0.1033784,346.6039,352.8557,1.281618,-0.006247683,0.004778376,-0.002713726,-0.0008244615,0.0001156224,0.005148104

,5.544095,-0.1752349,0.5481863,-0.3817844,287.7998,325.9096,6.93681,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1836526,0.08735931,0.1033456,346.5992,352.8492,1.306839,-0.006946019,0.005701852,-0.002747571,-0.004058375,-0.000213696,0.01495167

,5.555011,-0.1751156,0.548154,-0.3817176,287.6099,325.7314,6.952712,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1834677,0.08745623,0.1033798,346.6093,352.8444,1.329298,-0.007816417,0.004900185,-0.002074495,-0.00268264,-0.0002636918,0.02188451

,5.566167,-0.1751039,0.5480769,-0.3815485,287.4346,325.4971,7.026833,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1836212,0.08721566,0.1035051,346.6123,352.837,1.352122,-0.008604043,0.00620957,-0.001495258,-0.001998357,-0.0002895463,0.02535499

,5.577495,-0.1750498,0.5480951,-0.3814512,287.278,325.2669,7.080374,0,0,0,0,0,0,-1.192841E-19,8.898245E-43,1.159023E-19,-8.898245E-43,1.158921E-19,8.898245E-43,0.1835052,0.0872438,0.1034912,346.6099,352.8286,1.380633,-0.009008663,0.004920611,-0.001331312,-0.003543503,-0.001120065,0.02991061

