songname,t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ

,2.077142,-0.1792209,0.07485306,0.04916947,350.9807,331.1428,359.6769,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,2.077142,-0.179473,0.07497144,0.04907249,350.9829,331.1449,359.674,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,2.097142,-0.1793967,0.07494104,0.0490828,350.9845,331.1298,359.6749,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,2.120173,-0.1793274,0.07484365,0.04913215,350.9807,331.1411,359.6696,0.4666967,0.09584749,0.09735894,344.9612,38.23974,5.272024,-0.008683356,0.007917358,-0.003883287,0.001755981,-0.001579101,0.0007696124,0.3844974,0.08798504,0.1656746,346.2321,16.44812,13.98082,0.01051474,-0.006683762,0.00391325,-0.0005468041,-0.0006514548,0.001061343

,2.141512,-0.1791793,0.07487738,0.04912667,350.9769,331.1361,359.6703,0.4668455,0.0960381,0.09734958,344.9686,38.23883,5.260601,-0.007832569,0.009275308,-0.003901801,-0.0002634978,-0.002391391,-0.0002064655,0.3847501,0.08782482,0.1657674,346.2354,16.44757,13.97351,0.01084125,-0.006846228,0.003967497,-0.0004080148,-0.001373134,-0.002226335

,2.150328,-0.1793478,0.0749594,0.04907195,350.9723,331.1418,359.663,0.4669352,0.09576845,0.09740227,344.9644,38.24244,5.264232,-0.008338545,0.007832372,-0.003883591,2.786078E-05,-0.001042292,0.0004083712,0.3844364,0.08790839,0.16563,346.2337,16.44699,13.97807,0.009674973,-0.006934349,0.003238794,0.0008213802,-0.0007542503,-0.001614719

,2.161137,-0.1793612,0.0749774,0.04906289,350.9772,331.143,359.6689,0.4668424,0.09585488,0.09736437,344.9666,38.23809,5.269279,-0.008311059,0.007864175,-0.003697329,0.002656186,-0.00223379,0.001781651,0.3845606,0.08781469,0.1656843,346.2334,16.44692,13.98386,0.01013703,-0.007409484,0.003737391,0.001641397,0.0002514754,0.001305878

,2.172375,-0.179318,0.07491231,0.04911105,350.9836,331.1399,359.6669,0.4667394,0.09596562,0.09732628,344.9673,38.23766,5.270787,-0.008654212,0.00843794,-0.003557643,0.002656213,-0.002233806,0.001781594,0.3846755,0.08773243,0.165728,346.2298,16.44444,13.97923,0.01021024,-0.007399656,0.003788732,-0.001096456,-0.001322066,-0.0008807278

,2.183659,-0.179342,0.07501864,0.04905085,350.9883,331.1445,359.6701,0.4669719,0.0958271,0.09740311,344.9691,38.24111,5.262938,-0.008304626,0.008129141,-0.003538505,2.979681E-05,-0.001043212,0.0004041271,0.3844121,0.08804178,0.1655844,346.2335,16.44682,13.97723,0.01017497,-0.00631117,0.003223783,0.0007194189,0.0005505219,-0.0008729125

,2.205707,-0.1792649,0.07490623,0.0491135,350.9778,331.1408,359.6798,0.4668193,0.09601808,0.09732729,344.9733,38.2459,5.265087,-0.007654314,0.008174903,-0.003418188,0.001676951,0.001539516,-0.0005070845,0.3846526,0.08789706,0.1656777,346.2359,16.44416,13.97545,0.01055779,-0.006332592,0.003824233,0.001195828,-0.001725747,-0.001388611

,2.230325,-0.1792891,0.07500899,0.04908149,350.9734,331.1416,359.6518,0.4669383,0.09594905,0.09745651,344.9741,38.24255,5.270863,-0.007140688,0.007990336,-0.002503547,0.000922681,0.0006508286,0.001824871,0.3846498,0.08797491,0.1657118,346.2321,16.44832,13.9812,0.01110173,-0.006484709,0.004226852,-0.00170922,0.001675737,0.002917354

