songname,t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ

,9.329165,-0.1253469,0.5479486,-0.3568244,337.3565,351.9208,14.21891,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,9.329165,-0.1245641,0.5477754,-0.3563085,338.4181,352.5173,14.06437,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,9.349165,-0.1245079,0.5481349,-0.3569108,338.6642,352.4215,14.25693,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,9.371637,-0.12459,0.5487168,-0.3572915,339.0139,352.3421,14.47424,0.3148682,0.1257828,0.07714963,346.3365,15.51165,8.813386,-0.08158775,0.09193379,-0.03705698,-0.07461599,-0.0009137079,-0.3004589,0.5562835,0.09540081,0.0723604,347.968,39.30034,357.8508,-0.00885897,0.009586291,-0.00312854,-0.002972993,-0.0003260386,0.0001838796

,9.394967,-0.1247256,0.5491543,-0.357506,339.1328,352.2691,14.60307,0.325161,0.1184573,0.08005178,346.3892,15.6454,8.153516,-0.06352623,0.07631978,-0.03081387,-0.07721666,-0.003611854,-0.3003812,0.5563831,0.09525502,0.07260334,347.9736,39.29616,357.8767,-0.009629437,0.009243336,-0.001364383,0.002158453,9.033031E-05,0.002960001

,9.401273,-0.1247072,0.5492569,-0.3576561,339.1964,352.2857,14.66348,0.3246543,0.1190987,0.079795,346.3965,15.6791,8.003308,-0.06378149,0.07759875,-0.03126018,-0.07618985,-0.003212787,-0.3042143,0.5563033,0.09535468,0.07258755,347.9775,39.29764,357.873,-0.009752954,0.01007998,-0.001502984,0.002261396,0.0006430412,-0.000186033

,9.406192,-0.1248608,0.5494019,-0.3578172,339.3794,352.3304,14.76746,0.3243092,0.1195265,0.07962865,346.3977,15.69615,7.907176,-0.06482351,0.07913091,-0.03168903,-0.0776028,-0.005406511,-0.3065952,0.5562418,0.09541738,0.07257247,347.9739,39.2954,357.874,-0.01016126,0.01047345,-0.001740555,0.0008414853,-0.0004583928,0.001377612

,9.41714,-0.1250818,0.5495395,-0.3579797,339.584,352.4106,14.75781,0.3235722,0.1204478,0.07929462,346.398,15.73866,7.723209,-0.06610299,0.08120551,-0.03158083,-0.07746262,-0.004127915,-0.2978404,0.5561335,0.09547317,0.07254571,347.9781,39.29488,357.8711,-0.0101703,0.008793632,-0.00195523,0.001148773,-0.0009343332,-0.001581771

,9.428285,-0.1253481,0.5496114,-0.3581092,339.8165,352.4271,14.73073,0.3323727,0.1135966,0.08185446,346.4233,15.79338,7.467099,-0.05192371,0.06640112,-0.02691328,-0.07562492,-0.00151846,-0.2867304,0.5564923,0.09517133,0.07261252,347.9715,39.29999,357.8747,-0.01032384,0.008160054,-0.002554343,0.0002267501,0.002626823,0.0008201033

,9.439373,-0.1255378,0.5496422,-0.3582397,340.079,352.3747,14.73672,0.3316709,0.114482,0.08158618,346.4317,15.82084,7.319508,-0.05439262,0.06945562,-0.02567618,-0.0667208,-0.003926107,-0.2626717,0.5563879,0.09527171,0.07259423,347.9734,39.29823,357.8763,-0.00980979,0.008242086,-0.002261365,0.001243148,0.001634509,0.0003182383

,9.450315,-0.1257106,0.5496688,-0.3583036,340.3345,352.3014,14.74457,0.3310297,0.1153286,0.08131588,346.4362,15.85413,7.185917,-0.05598542,0.07236083,-0.0255221,-0.06212874,-0.001572521,-0.2461152,0.5562749,0.09538507,0.07255679,347.9694,39.30243,357.874,-0.009955024,0.00892412,-0.002676815,-0.001448213,0.003344817,0.0005308377

,9.46135,-0.1259115,0.5495393,-0.3582473,340.5418,352.266,14.68321,0.3376552,0.1100062,0.08331591,346.4648,15.88826,6.978246,-0.04744811,0.06113793,-0.02137971,-0.0556909,-0.004598414,-0.2306822,0.5561688,0.09523833,0.07253951,347.9619,39.29247,357.8738,-0.01117917,0.007593593,-0.002557075,-0.002456684,-0.001832146,-0.002563946

,9.473015,-0.1260893,0.5493056,-0.3581962,340.7522,352.1617,14.64341,0.3370799,0.1107416,0.08308405,346.4649,15.91429,6.854774,-0.04935075,0.0635106,-0.02144677,-0.05529184,-0.004459077,-0.21813,0.5560558,0.09532917,0.0725072,347.9619,39.29947,357.8678,-0.0110241,0.007896614,-0.002702873,-0.003728464,0.0009797355,-0.003914754

,9.48459,-0.1262288,0.5491859,-0.3581187,340.9974,352.0337,14.6136,0.3365279,0.1115003,0.08284271,346.4614,15.9453,6.734178,-0.04997849,0.06573985,-0.02175799,-0.05591055,-0.001661056,-0.2073841,0.5559316,0.09539211,0.07248682,347.9644,39.29416,357.8719,-0.01117459,0.007277087,-0.002447624,-0.0003276999,-0.001247058,-0.001670091

,9.495751,-0.1261723,0.5488291,-0.3580156,341.2529,351.9295,14.53886,0.3415688,0.1075298,0.08436024,346.4866,15.97922,6.547092,-0.0420736,0.05674223,-0.01886113,-0.05146871,-0.00338944,-0.1976533,0.5563567,0.09510982,0.07258302,347.9618,39.29148,357.872,-0.0107522,0.007335773,-0.002755895,-0.0009367247,-0.002311957,-0.0007951468

