songname,t,headX,headY,headZ,headRotX,headRotY,headRotZ,leftHandX,leftHandY,leftHandZ,leftHandRotX,leftHandRotY,leftHandRotZ,leftHandVelX,leftHandVelY,leftHandVelZ,leftHandAngVelX,leftHandAngVelY,leftHandAngVelZ,rightHandX,rightHandY,rightHandZ,rightHandRotX,rightHandRotY,rightHandRotZ,rightHandVelX,rightHandVelY,rightHandVelZ,rightHandAngVelX,rightHandAngVelY,rightHandAngVelZ

,1.676105,-0.0339756,0.5565299,-0.3950402,304.0998,358.5578,0.8318269,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,1.676105,-0.03388298,0.5564155,-0.3959203,304.027,358.1974,0.9221172,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,1.696105,-0.03372371,0.5565298,-0.3960243,304.2073,357.9355,1.146485,-0.25,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0

,1.721638,-0.03364396,0.556559,-0.3961979,304.3586,357.7443,1.37918,-0.3397783,0.08985019,0.1528242,345.8224,11.8673,16.60806,-0.0003072093,0.001860164,0.0009652672,0.0005076614,0.0008763669,0.002001393,-0.2729702,0.0898993,0.1087931,347.5609,11.0928,5.814593,-0.001664947,0.003847618,-0.0005169233,0.002004254,0.002352839,0.003168555

,1.74826,-0.03322816,0.5565317,-0.3965625,304.4397,357.0862,2.210922,-0.3397602,0.08985043,0.1527033,345.8138,11.86501,16.60129,4.871669E-05,0.0009341674,-0.0003572818,-0.001237097,-0.0006961847,-0.001715794,-0.2729636,0.08994853,0.1087203,347.5579,11.09621,5.805812,-0.001353163,0.003567017,-0.001388279,3.252226E-05,0.00210216,-0.0008932624

,1.758681,-0.03304684,0.5565361,-0.3967692,304.4489,356.8419,2.512113,-0.3397635,0.08985865,0.1526858,345.8132,11.86886,16.60603,-3.376737E-05,0.0009241946,-0.0007857631,-0.00139518,0.002205935,0.0007953565,-0.2730043,0.08998775,0.1086933,347.5561,11.0894,5.813951,-0.002050546,0.003650736,-0.001733491,4.755143E-05,-0.0001768449,0.003152496

,1.765784,-0.03291285,0.5565186,-0.3968743,304.3917,356.6612,2.768313,-0.3396499,0.08970284,0.1526926,345.808,11.86455,16.60306,-0.0002332071,0.0004231038,-0.001022122,-0.001678333,-0.001643436,-0.0001942587,-0.2730271,0.09000206,0.1086816,347.554,11.08532,5.807352,-0.002191334,0.003241459,-0.00167409,-0.001608087,-0.002466433,-0.0003751441

,1.776518,-0.03262126,0.5566729,-0.397055,304.257,356.3879,3.160728,-0.339777,0.08983111,0.152638,345.812,11.86594,16.60703,-0.0003346424,0.00108541,-0.001008725,0.0001193546,0.0002380549,4.865959E-06,-0.2729917,0.0898639,0.1087199,347.5517,11.08794,5.813994,-0.002254448,0.002828426,-0.001435641,-0.002373312,0.0003521278,0.002339472

,1.787017,-0.03231037,0.5569736,-0.3972284,304.1147,356.2599,3.422789,-0.3397635,0.08982253,0.152631,345.8117,11.86817,16.60578,0.0002200859,0.0004330245,-0.000876045,-0.0004293385,0.0008914173,-0.001236817,-0.2730019,0.08986378,0.1087144,347.559,11.08773,5.814261,-0.001899522,0.001925384,-0.001157845,0.001926045,-0.0002714485,0.001691755

,1.80931,-0.032251,0.5572154,-0.3970562,303.8806,356.274,3.437739,-0.3397497,0.08986664,0.1527516,345.8139,11.87077,16.60848,0.000171637,0.001147837,6.925356E-05,-0.002563117,0.001593522,7.959588E-05,-0.27293,0.08984756,0.1088719,347.5682,11.08984,5.810564,-0.001779552,0.00267961,-0.0001888954,0.001235469,0.001180958,-0.000853427

,1.832142,-0.03261292,0.5572178,-0.3966416,304.1387,355.9218,3.748933,-0.3396133,0.08970618,0.1527142,345.8081,11.86766,16.60882,0.0007275111,0.0001627496,-0.0004312595,-0.0008658441,-5.534094E-05,0.0002854578,-0.2729862,0.0899117,0.1088658,347.5649,11.08709,5.809476,-0.002220831,0.002804464,-0.0001735389,-0.0005236033,-0.001056051,0.0001367161

