order,session number,session name,song order

0,3,E_E,{ 2 , 4 , 5 };

1,2,E_A,{ 8 , 7 , 0 };

2,0,A_A,{ 11 , 10 , 9 };

3,1,A_E,{ 1 , 6 , 3 };

